Ngay,Index,Return
3/11/2014,603.15,0.003837
4/11/2014,598.39,-0.007923
5/11/2014,597.01,-0.002309
6/11/2014,597.85,0.001406
7/11/2014,602.59,0.007897
10/11/2014,602.12,-0.00078
11/11/2014,604.23,0.003498
12/11/2014,604.01,-0.000364
13/11/2014,603.16,-0.001408
14/11/2014,600.36,-0.004653
17/11/2014,600.93,0.000949
18/11/2014,594.25,-0.011178
19/11/2014,588.35,-0.009978
20/11/2014,593.32,0.008412
21/11/2014,588.03,-0.008956
24/11/2014,582.53,-0.009397
25/11/2014,585.91,0.005786
26/11/2014,576.04,-0.016989
27/11/2014,572.89,-0.005483
28/11/2014,566.58,-0.011075
1/12/2014,568.01,0.002521
2/12/2014,569.43,0.002497
3/12/2014,574.88,0.009525
4/12/2014,578.38,0.00607
5/12/2014,578.76,0.000657
8/12/2014,571.68,-0.012308
9/12/2014,555.31,-0.029053
10/12/2014,557.19,0.00338
11/12/2014,550.11,-0.012788
12/12/2014,553.93,0.00692
15/12/2014,547.93,-0.010891
16/12/2014,535.14,-0.023619
17/12/2014,518.22,-0.032129
18/12/2014,528.45,0.019548
19/12/2014,523.09,-0.010195
22/12/2014,537.54,0.02725
23/12/2014,537.88,0.000632
24/12/2014,539.44,0.002896
25/12/2014,532.01,-0.013869
26/12/2014,533.37,0.002553
29/12/2014,532.68,-0.001294
30/12/2014,537.57,0.009138
31/12/2014,545.63,0.014882
5/01/2015,544.45,-0.002165
6/01/2015,549.66,0.009524
7/01/2015,552.05,0.004339
8/01/2015,553.47,0.002569
9/01/2015,569.73,0.028955
12/01/2015,574.32,0.008024
13/01/2015,580.6,0.010875
14/01/2015,577.01,-0.006202
15/01/2015,577.74,0.001264
16/01/2015,574.81,-0.005084
19/01/2015,571.51,-0.005758
20/01/2015,572.22,0.001242
21/01/2015,569.12,-0.005432
22/01/2015,574.54,0.009478
23/01/2015,582.38,0.013553
26/01/2015,580.64,-0.002992
27/01/2015,579.3,-0.00231
28/01/2015,583.76,0.007669
29/01/2015,583.28,-0.000823
30/01/2015,576.07,-0.012438
2/02/2015,570.37,-0.009944
3/02/2015,557.47,-0.022877
4/02/2015,561.45,0.007114
5/02/2015,567.17,0.010136
6/02/2015,574.13,0.012197
9/02/2015,573.55,-0.001011
10/02/2015,574.52,0.00169
11/02/2015,581.76,0.012523
12/02/2015,584.67,0.00499
13/02/2015,587.24,0.004386
24/02/2015,596.95,0.0164
25/02/2015,592.66,-0.007212
26/02/2015,596.72,0.006827
27/02/2015,592.57,-0.006979
2/03/2015,590.73,-0.00311
3/03/2015,596.72,0.010089
4/03/2015,600.39,0.006131
5/03/2015,596.91,-0.005813
6/03/2015,593.97,-0.004938
9/03/2015,588.44,-0.009354
10/03/2015,589.66,0.002071
11/03/2015,586.54,-0.005305
12/03/2015,588.53,0.003387
13/03/2015,586.1,-0.004137
16/03/2015,580.8,-0.009084
17/03/2015,581.76,0.001652
18/03/2015,578.68,-0.005308
19/03/2015,573.74,-0.008573
20/03/2015,575.44,0.002959
23/03/2015,570.89,-0.007938
24/03/2015,567.43,-0.006079
25/03/2015,560.93,-0.011521
26/03/2015,556.16,-0.00854
27/03/2015,551.42,-0.008559
30/03/2015,545.19,-0.011362
31/03/2015,551.13,0.010836
1/04/2015,538.91,-0.022422
2/04/2015,546.85,0.014626
3/04/2015,547.85,0.001827
6/04/2015,542.97,-0.008947
7/04/2015,548.11,0.009422
8/04/2015,547.72,-0.000712
9/04/2015,550.52,0.005099
10/04/2015,554.03,0.006356
13/04/2015,559.54,0.009896
14/04/2015,558.67,-0.001556
15/04/2015,564.5,0.010381
16/04/2015,568.28,0.006674
17/04/2015,568.32,7e-05
20/04/2015,565.04,-0.005788
21/04/2015,562.24,-0.004968
22/04/2015,562.51,0.00048
23/04/2015,561.25,-0.002242
24/04/2015,565.77,0.008021
27/04/2015,562.4,-0.005974
4/05/2015,545.08,-0.031281
5/05/2015,552.65,0.013792
6/05/2015,549.3,-0.00608
7/05/2015,552.98,0.006677
8/05/2015,554.51,0.002763
11/05/2015,551.67,-0.005135
12/05/2015,544.41,-0.013247
13/05/2015,542.82,-0.002925
14/05/2015,543.69,0.001601
15/05/2015,537.44,-0.011562
18/05/2015,528.95,-0.015923
19/05/2015,536.82,0.014769
20/05/2015,550.1,0.024437
21/05/2015,552.56,0.004462
22/05/2015,561.82,0.016619
25/05/2015,563,0.002098
26/05/2015,567.2,0.007432
27/05/2015,566.48,-0.00127
28/05/2015,572.97,0.011392
29/05/2015,569.56,-0.005969
1/06/2015,574.98,0.009471
2/06/2015,570.31,-0.008155
3/06/2015,567.9,-0.004235
4/06/2015,568.99,0.001918
5/06/2015,578.07,0.015832
